,b0351,b1241,b3115,b1849,b2296,b0118,b1276,b0474,b0116,b0727,b0726,b2587,b0356,b1478,b3733,b3739,b3735,b3734,b3738,b3736,b3732,b3737,b3731,b0720,b0734,b0978,b0733,b0979,b2975,b3603,b2779,b2097,b2925,b1773,b3925,b4232,b2492,b0904,b4151,b4152,b4154,b4153,b2416,b1818,b1817,b1819,b2415,b1611,b4122,b1612,b3528,b1852,b1779,b1621,b2417,b1101,b1297,b3870,b0810,b0811,b0809,b1761,b0485,b1812,b1524,b3213,b3212,b4077,b2029,b0875,b1136,b4015,b2133,b1380,b4014,b2976,b3236,b1479,b2463,b2280,b2278,b2281,b2288,b2282,b2286,b2283,b2277,b2287,b2284,b2279,b2276,b2285,b3962,b1602,b1603,b0451,b0115,b0114,b3916,b1723,b0903,b3952,b3114,b0902,b2579,b3951,b4025,b2926,b0767,b0755,b3612,b4395,b2987,b3493,b3956,b3403,b1702,b2297,b2458,b1676,b1854,b4301,b3386,b2914,b4090,b0723,b0724,b0722,b0721,b0728,b0729,b2464,b0008,b2465,b2935,b3919
BIOMASS_Ecoli_core_w_GAM,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
